Index,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Clade4,Superfamily,Clade5,Family,Subfamily,LowestClade,Taxon,Genus,Species,Institution,Number,Specimen,Length_mm,Epoch_lower,Epoch_upper,Reference,Geography,Notes
977,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC1,MHI Ku-UC1,370,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,
978,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC2,MHI Ku-UC2,1200,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,potentially a mislabeled specimen in paper; duplicated number
979,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC2,MHI Ku-UC2,1008,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,potentially a mislabeled specimen in paper; duplicated number
980,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC531e1,MHI Ku-UC531e1,530,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
981,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC531e2,MHI Ku-UC531e2,346,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
982,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC541e,MHI Ku-UC541e,527,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,may only be mandible length measurement/estimate
983,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC541e1,MHI Ku-UC541e1,241,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,may only be mandible length measurement/estimate; potentially a mislabeled specimen in paper; duplicated number
984,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC541e1,MHI Ku-UC541e1,544,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,potentially a mislabeled specimen in paper; duplicated number
985,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC541e2,MHI Ku-UC541e2,200,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,may only be mandible length measurement/estimate
986,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,MHI,Ku-UC541e3,MHI Ku-UC541e3,350,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,may only be mandible length measurement/estimate
987,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,NHMS,WT 3323-3368,NHMS-WT 3323-3368,1010,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,
988,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,4194,SMNS 4194,660,Middle Triassic,Middle Triassic,Schoch (1999a:15),Germany,
989,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,4698,SMNS 4698,620,Middle Triassic,Middle Triassic,Schoch (1999a:14); Schoch & Moreno (2024:24),Germany,Schoch originally reported a length of 60 cm
990,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,4706,SMNS 4706,680,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
991,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,4707,SMNS 4707,740,Middle Triassic,Middle Triassic,Schoch (1999a:15),Germany,
992,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,4774,SMNS 4774,750,Middle Triassic,Middle Triassic,Schoch (1999a:15),Germany,
993,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,4938,SMNS 4938,650,Middle Triassic,Middle Triassic,Schoch (1999a:15); Schoch & Moreno (2024:24),Germany,
994,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,4974,SMNS 4974,713,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
995,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,54675,SMNS 54675,605,Middle Triassic,Middle Triassic,Schoch (1999a:15); Schoch & Moreno (2024:24),Germany,
996,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,54676,SMNS 54676,560,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
997,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,54677,SMNS 54677,510,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,
998,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,54678,SMNS 54678,545,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,
999,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,54679,SMNS 54679,600,Middle Triassic,Middle Triassic,Schoch (1999a:15); Schoch & Moreno (2024:24),Germany,see Schoch & Moreno for comment on erroneous measurement reporting by Moser & Schoch (2007)
1000,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,740,SMNS 740,520,Middle Triassic,Middle Triassic,Schoch (1999a:15),Germany,
1001,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80249,SMNS 80249,650,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,Schoch originally estimated a length of 70 cm
1002,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80704,SMNS 80704,550,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,
1003,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80877,SMNS 80877,600,Middle Triassic,Middle Triassic,Schoch (1999a:17),Germany,
1004,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80878,SMNS 80878,650,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,
1005,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80887,SMNS 80887,540,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1006,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80889,SMNS 80889,590,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,
1007,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80890,SMNS 80890,455,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,Schoch originally estimated a length of 40 cm
1008,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80905,SMNS 80905,450,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,
1009,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80913,SMNS 80913,650,Middle Triassic,Middle Triassic,Schoch (1999a:17); Schoch & Moreno (2024:24),Germany,Schoch originally estimated a length of 75 cm
1010,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,80945,SMNS 80945,600,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1011,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,81075,SMNS 81075,480,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1012,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,81255,SMNS 81255,500,Middle Triassic,Middle Triassic,Schoch (2002:629),Germany,
1013,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,81310,SMNS 81310,885,Middle Triassic,Middle Triassic,Schoch (1999a:151); Schoch & Moreno (2024:24),Germany,Schoch originally estimated a length of 125 cm
1014,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,81966,SMNS 81966,510,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1015,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,83293,SMNS 83293,600,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1016,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,83312,SMNS 83312,450,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1017,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,84030,SMNS 84030,650,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1018,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,92128,SMNS 92128,600,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,
1019,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97035,SMNS 97035,12,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1020,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97036,SMNS 97036,25,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1021,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97037,SMNS 97037,150,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:28),Germany,
1022,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97038,SMNS 97038,680,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1023,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97039,SMNS 97039,500,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1024,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97040,SMNS 97040,470,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1025,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97041,SMNS 97041,500,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1026,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97042,SMNS 97042,570,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1027,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,SMNS,97043,SMNS 97043,390,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,
1028,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,STIPB,Am.1824,STIPB.Am.1824,800,Middle Triassic,Middle Triassic,Schoch & Milner (2000:142),Germany,
1029,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus giganteus,Mastodonsaurus,giganteus,unspecified,unspecified,unspecified,1070,Middle Triassic,Middle Triassic,Schoch & Moreno (2024:24),Germany,this is a lost specimen described by Meyer & Plieninger (1844)
1030,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus sp.,Mastodonsaurus,sp.,ZPAL,V.36/301,ZPAL V.36/301,590,Middle Triassic,Middle Triassic,CzepiЕ„ski et al. (2023:7),Poland,
1031,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,Capitosauria,Capitosauroidea,N/A,Mastodonsauridae,N/A,Mastodonsauridae,Mastodonsaurus torvus,Mastodonsaurus,torvus,PIN,415/1-4,PIN 415/1-4,900,Middle Triassic,Middle Triassic,Schoch & Milner (2000:142),Russia,
1032,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Mattauschia laticeps,Mattauschia,laticeps,NHMW,1989-10-47,NHMW 1989-10-47,120,Pennsylvanian,Pennsylvanian,Milner (2018:209),Czech Republic,
1033,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Olsoniformes,Trematopidae,N/A,Trematopidae,Mattauschia laticeps,Mattauschia,laticeps,NMP,M 470,NMP M 470,33,Pennsylvanian,Pennsylvanian,Milner (2018:209),Czech Republic,
1034,Temnospondyli,Rhachitomi,Stereospondylomorpha,Stereospondyli,N/A,Brachyopoidea,N/A,Plagiosauridae,Plagiosterninae,Plagiosauridae,Megalophthalma ockerti,Megalophthalma,ockerti,MHI,2047,MHI 2047,158,Middle Triassic,Middle Triassic,Schoch et al. (2014:1046),Germany,
1035,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton arnhardti,Melanerpeton,arnhardti,NHMS,AP 195/43-44,NHMS AP 195/43-44,11.5,Pennsylvanian,Pennsylvanian,Werneburg (2024:161),Germany,
1036,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton arnhardti,Melanerpeton,arnhardti,unspecified,unspecified,unspecified,6,Pennsylvanian,Pennsylvanian,Werneburg (2024:163),Germany,
1037,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton arnhardti,Melanerpeton,arnhardti,unspecified,unspecified,unspecified,12.8,Pennsylvanian,Pennsylvanian,Werneburg (2024:163),Germany,
1038,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,HLD-V,65,HLD-V-65,16,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
1039,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,MB,Am 51,MB.Am 51,30,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
1040,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,MNG,2992-68,MNG 2992-68,10.2,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
1041,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,MNG,2995-25 u. 5331-99,MNG 2995-25 u. 5331-99,10,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
1042,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,MNG,5801-12,MNG 5801-12,15,Cisuralian,Cisuralian,Werneburg (1988b:table 1),Germany,
1043,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,NHMS,WP 2165/1,NHMS WP 2165/1,9.8,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
1044,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,NHMS,WP 2178/4,NHMS WP 2178/4,9,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
1045,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,NHMS,WP 2180,NHMS WP 2180,11.7,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
1046,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,NHMS,WP 2187,NHMS WP 2187,7.7,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
1047,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,NHMS,WP 2190/1,NHMS WP 2190/1,8.8,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
1048,Temnospondyli,Rhachitomi,N,N,N/A,Dissorophoidea,Amphibamiformes,Branchiosauridae,Leptorophinae,Branchiosauridae,Melanerpeton eisfeldi,Melanerpeton,eisfeldi,NHMS,WP 2190/2,NHMS WP 2190/2,9.8,Cisuralian,Cisuralian,Werneburg et al. (2007:table 1),Italy,
